Faculty,Department,Course Title,Course Code,Unit,Level,Course Status,Curriculum Type
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302: POP/INTERLOCKING/BLOCK MAKING TECHNOLOGY","ENT 302-43","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302: CROP BREEDING (PLANTAIN, BANANA SUCKER AND PINEAPPLE)","ENT 302-44","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302: DAY OLD CHICKS PRODUCTION","ENT 302-45","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302: POULTRY REARING ( LAYERS AND BROILERS FOR EGGS AND MEAT)","ENT 302-46","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302: FEASIBILITY AND VISIBILITY STUDIES AND REPORT WRITING","ENT 302-47","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302: BAG MAKING","ENT 302-48","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302: MAKEUP AND COSMETICS","ENT 302-49","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302:  COMPUTER & LAPTOP REPAIRS","ENT 302-5","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302: COMPUTER TECHNOLOGY","ENT 302-50","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","ANIMAL PRODUCTS VALUE ADDITION (YOGHURT, ICE CREAM, CONDENSED MILK, PARFAIT, ASUN, SUYA, MEAT POWDER AND EGG PRODUCTS)","ENT 302-51","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","AQUACULTURE AND FISH BREEDING (FINGERLINGS AND FRY PRODUCTION)","ENT 302-52","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","ANIMAL HUSBANDRY","ENT 302-53","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302:  EVENT PLANNING","ENT 302-54","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","HOME INTERIOR DECORATION & SOFT FURNISHING","ENT 302-55","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","SOLAR ENERGY SYSTEM","ENT 302-56","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","CROP PRODUCTION AND PROCESSING","ENT 302-57","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","ORGANIC SKINCARE AND HAIR CARE PRODUCTS","ENT 302-58","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","SOAP MAKING","ENT 302-59","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302:  CROP FARMING (VEGETABLE PRODUCTION MAIZE AND CASSAVA FARMING) (OJO/ EPE CAMPUS)","ENT 302-6","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PAINT MAKING","ENT 302-60","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","WELDING","ENT 302-61","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","DOMESTIC WIRING","ENT 302-62","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302:  DOMESTIC ELECTRICAL WIRING","ENT 302-7","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (DRAMA)","ENT 302-8","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (ENTERTAINMENT)","ENT 302-9","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Venture Creation","ENT 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Research Methodology","EST 398","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Peace and Conflict Resolution","GNS 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Al-Mufasirun Commentators of the Quaran","ISS 310","2","300","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Isllam and Modern Science","ISS 318","2","300","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Theories of Learning in Language Education","LAS 304","2","300","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Issues in the Nigerian School Curriculum","LAS 310","2","300","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Curriculum and Instructional Strategies in Language Education","LAS 342","2","300","C","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Arabic Prosody","ALL 402","2","400","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Translation/Arabic/English/Arabic III","ALL 404","2","400","R","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Technical Arabic Composition","ALL 406","2","400","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Modern Arabic Poetry","ALL 412","2","400","R","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Major Themes in Nigerian Arabic Works","ALL 416","2","400","R","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Intrduction to Modern Arabic Criticism","ALL 418","2","400","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Education and Development","EFC 442","2","400","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Comparative Education","EFC 452","2","400","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Data Collection Techniques in Guidance and Counselling","EFC 492","2","400","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Contemporary History of the Middle East","HIS 406","2","400","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Afro Arab Relations in 20th Century","HIS 430","2","400","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Islam in the West Africa","ISS 410","2","400","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Advanced Study of Quran","ISS 420","2","400","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Issues in Language Education","LAS 424","2","400","E","BMAS"
"FACULTY OF EDUCATION","ARABIC EDUCATION","Research Project","LAS 498","4","400","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","General Biology II","BIO 102","2","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","General Biology Practical II","BIO 108","1","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","General Chemistry II","CHM 102","2","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Digital Media in Education","EDT 104","2","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Teaching Coding Skills to Students in a Megacity","EST 112","3","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Use of Yoruba Language and Culture: Basic Communication Concepts","GNS 104","2","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Nigerian Peoples and Culture","GNS 112","2","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Elementary Mathematics II (Calculus)","MAT 102","2","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","General Physics II","PHY 102","2","100","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Introductory Ecology","BIO 202","2","200","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Biological Techniques","BIO 204","2","200","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Statistical Methods","BIO 208","2","200","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Edutainment Gamification and Game-Based Learning","EDT 204","2","200","E","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Integrating Technology into the Elementary Curriculum","EDT 206","2","200","E","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","2I St Century Instructional Strategies For Biology Teachers","EST 228","2","200","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Philosophy Logic and Human Existence and Gender-Based Violence","GNS 212","2","200","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","First Aid and Safety Education","HKE 210","2","200","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","General Biology Methods I","SED 202","2","200","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Introductory Hydrobiology","ZOO 204","3","200","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Invertebrate Zoology II","ZOO 212","2","200","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Genetics and Evolution","BIO 302","3","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Population Biology and Evolution","BIO 302","2","300","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Nigerian Flora and Fauna","BIO 304","2","300","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Bryophytes and Pteridophytes","BOT 302","3","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Plant Taxonomy","BOT 304","3","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Distance Learning: Concepts Models and Technologies","EDT 304","2","300","E","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Learning Management System","EDT 306","2","300","E","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","e-Moderating","EDT 308","2","300","E","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Administration & Management Of Education Resource Centres","EDT 322","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Developmental Research, Product Packaging & Presentation","EDT 324","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Educational Measurements Tests Research Methods and Statistics","EDU 302","3","300","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Philosophical Foundations of Education","EFC 322","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Practical Entrepreneurship","ENT 302","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  ANIMAL HUSBANDRY (BEE KEEPING)","ENT 302-1","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (MUSIC)","ENT 302-10","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  EVENT PLANNER","ENT 302-11","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  FISH FARMING (OJO CAMPUS)","ENT 302-12","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 1: LOCAL MEAL NIGERIA (TRADITIONAL FOOD)","ENT 302-13","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 2: SPRING ROLL SAMOSA MOSA PUFF PUFF GRILLED CHICKEN MOCKTAIL (CHAPMAN SUNSET PINA COLADA ETC.)","ENT 302-14","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  FOOD PROCESSING OPTION 3: BREAD MAKING AND CONFECTIONARIES","ENT 302-15","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  FURNISHING AND WOOD WORK","ENT 302-16","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  GENERATING REPAIR","ENT 302-17","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  HAT MAKING","ENT 302-18","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  HOTEL MANAGEMENT","ENT 302-19","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  BEAD MAKING","ENT 302-2","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  HOUSE CLEANING AND LAUNDRY SERVICES","ENT 302-20","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  INTERIOR DECORATORS","ENT 302-21","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  INVERTER CCTV AND TRACKING OF VEHICLE TRAINING","ENT 302-22","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  LEATHER MAKING","ENT 302-23","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  MAKE-UP AND COSMETICS","ENT 302-24","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  MOTOR VEHICLES REPAIRS","ENT 302-25","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  PAINT PRODUCTION","ENT 302-26","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  PHOTOGRAPHY","ENT 302-27","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  PRINTING SERVICES","ENT 302-28","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  SETTING UP A PHARMACY (LASUCOM)","ENT 302-29","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  BUILDING AND MAINTENANCE OF SWIMMING POOL","ENT 302-3","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  SNAIL BREEDING GRASS CUTTER BREEDING","ENT 302-30","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  SOAP DETERGENT & TOILETRIES PROD. (OJO/ EPE CAMPUS)","ENT 302-31","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  SOLAR ENERGY/PANEL DEVELOPMENT","ENT 302-32","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  TAILORING AND FASHION DESIGN","ENT 302-33","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  WATER TREATMENT & PACKAGING","ENT 302-34","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  WEBSITE DEVELOPMENT AND DIGITAL MARKETING EG. BLOGGER","ENT 302-35","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  WELDING METAL WORKS & FABRICATION (OJO/ EPE CAMPUS)","ENT 302-36","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  WRITING & PUBLISHING","ENT 302-37","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  HAIR MAKING","ENT 302-38","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  CAKE MAKING","ENT 302-39","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  BUILDING DRAWING","ENT 302-4","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302: ORGANIC SOAP AND CREAM PRODUCTION","ENT 302-40","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302: YOUGHORT PRODUCTION","ENT 302-41","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302: TOURISM AND ENTERTAINMENT","ENT 302-42","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302: POP/INTERLOCKING/BLOCK MAKING TECHNOLOGY","ENT 302-43","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302: CROP BREEDING (PLANTAIN, BANANA SUCKER AND PINEAPPLE)","ENT 302-44","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302: DAY OLD CHICKS PRODUCTION","ENT 302-45","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302: POULTRY REARING ( LAYERS AND BROILERS FOR EGGS AND MEAT)","ENT 302-46","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302: FEASIBILITY AND VISIBILITY STUDIES AND REPORT WRITING","ENT 302-47","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302: BAG MAKING","ENT 302-48","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302: MAKEUP AND COSMETICS","ENT 302-49","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  COMPUTER & LAPTOP REPAIRS","ENT 302-5","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302: COMPUTER TECHNOLOGY","ENT 302-50","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","ANIMAL PRODUCTS VALUE ADDITION (YOGHURT, ICE CREAM, CONDENSED MILK, PARFAIT, ASUN, SUYA, MEAT POWDER AND EGG PRODUCTS)","ENT 302-51","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","AQUACULTURE AND FISH BREEDING (FINGERLINGS AND FRY PRODUCTION)","ENT 302-52","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","ANIMAL HUSBANDRY","ENT 302-53","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  EVENT PLANNING","ENT 302-54","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","HOME INTERIOR DECORATION & SOFT FURNISHING","ENT 302-55","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","SOLAR ENERGY SYSTEM","ENT 302-56","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","CROP PRODUCTION AND PROCESSING","ENT 302-57","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","ORGANIC SKINCARE AND HAIR CARE PRODUCTS","ENT 302-58","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","SOAP MAKING","ENT 302-59","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  CROP FARMING (VEGETABLE PRODUCTION MAIZE AND CASSAVA FARMING) (OJO/ EPE CAMPUS)","ENT 302-6","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PAINT MAKING","ENT 302-60","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","WELDING","ENT 302-61","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","DOMESTIC WIRING","ENT 302-62","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  DOMESTIC ELECTRICAL WIRING","ENT 302-7","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (DRAMA)","ENT 302-8","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","PRACTICAL ENT 302:  DRAMA AND ENTERTAINMENT (ENTERTAINMENT)","ENT 302-9","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Venture Creation","ENT 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Biology Laboratory Management in Lagos Secondary Schools","EST 322","2","300","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Introduction to Computer Education","EST 326","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Teaching Biology with Indigenous knowledge context I","EST 364","2","300","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Research Methodology","EST 398","2","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Peace and Conflict Resolution","GNS 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","General Biology Methods II","SED 312","2","300","C","CCMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Comparative Animal Physiology","ZOO 302","3","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","General Histology","ZOO 306","3","300","C","BMAS"
"FACULTY OF EDUCATION","SCIENCE AND TECHNOLOGY EDUCATION (BIOLOGY OPTION)","Research Project","EST 498","4","400","C","BMAS"
"FACULTY OF EDUCATION","EDUCATIONAL MANAGEMENT (BUSINESS EDUCATION OPTION)","Business Statistics for Business Educators","BED 112","2","100","E","CCMAS"
"FACULTY OF EDUCATION","EDUCATIONAL MANAGEMENT (BUSINESS EDUCATION OPTION)","Financial Accounting for Business Educators I","BED 114","2","100","C","CCMAS"
"FACULTY OF EDUCATION","EDUCATIONAL MANAGEMENT (BUSINESS EDUCATION OPTION)","Keyboarding and Word Processing II","BED 116","2","100","C","CCMAS"
"FACULTY OF EDUCATION","EDUCATIONAL MANAGEMENT (BUSINESS EDUCATION OPTION)","Business Ethics for Business Educators","BED 118","2","100","E","CCMAS"
"FACULTY OF EDUCATION","EDUCATIONAL MANAGEMENT (BUSINESS EDUCATION OPTION)","Introduction to Vocational Education","BED 120","2","100","C","CCMAS"
